objectid;straatnaam;postcode6;postcode4;hsnr_laag;hsnr_hoog;hsnr_aant;buurtcode;buurtnaam;wijkcode;wijknaam;stadsdeelcode;stadsdeelnaam;x_rd;y_rd;longitude;latitude;geo_shape;geo_point_2d
843;Cherbourglaan;5627MN;5627;40.0;78.0;20.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159375.53011361;389013.76115;5.4502022;51.49014199;"{""coordinates"": [5.450200670238695, 51.49014163080271], ""type"": ""Point""}";51.49014163080271, 5.450200670238695
845;Chet Bakerlaan;5629RB;5629;1.0;20.0;19.0;534;Blixembosch-Oost;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161159.29970196;389371.0683;5.47589207;51.49333698;"{""coordinates"": [5.4758906205360125, 51.49333659739355], ""type"": ""Point""}";51.49333659739355, 5.4758906205360125
848;Chopinlaan;5653EW;5653;2.0;48.0;24.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159622.14775342;381937.9485;5.45366002;51.42653794;"{""coordinates"": [5.453658822500775, 51.42653763232612], ""type"": ""Point""}";51.42653763232612, 5.453658822500775
853;Chrysantenstraat;5644KL;5644;1.0;49.0;25.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162095.5518;381058.35933595;5.48920588;51.41860587;"{""coordinates"": [5.489204841638365, 51.418605555398], ""type"": ""Point""}";51.418605555398, 5.489204841638365
856;Cimarosastraat;5653CA;5653;1.0;22.0;19.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159533.8274;382081.90536111;5.45239197;51.42783264;"{""coordinates"": [5.452390760606241, 51.427832332642005], ""type"": ""Point""}";51.427832332642005, 5.452390760606241
859;Citrushof;5632XN;5632;1.0;18.0;18.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;163191.36508864;387490.87905;5.50510894;51.47641071;"{""coordinates"": [5.5051076578712586, 51.47641033479523], ""type"": ""Point""}";51.47641033479523, 5.5051076578712586
866;Clara Wichmannstraat;5612RR;5612;142.0;200.0;30.0;410;Limbeek-Zuid;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160424.6926;383995.73296672;5.46523106;51.44502753;"{""coordinates"": [5.4652297999818344, 51.44502720259284], ""type"": ""Point""}";51.44502720259284, 5.4652297999818344
869;Clematisstraat;5644CW;5644;2.0;32.0;16.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162478.20265;380842.41341658;5.49470225;51.41665985;"{""coordinates"": [5.494701230485216, 51.416659538459086], ""type"": ""Point""}";51.416659538459086, 5.494701230485216
876;Cliostraat;5631HD;5631;121.0;161.0;21.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;161983.52742651;386364.65725;5.48770076;51.46630379;"{""coordinates"": [5.487699452106149, 51.46630343308052], ""type"": ""Point""}";51.46630343308052, 5.487699452106149
879;Cliviastraat;5644LM;5644;1.0;20.0;16.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;161857.07104579;381254.6152;5.48578133;51.4203729;"{""coordinates"": [5.485780268921403, 51.420372588737806], ""type"": ""Point""}";51.420372588737806, 5.485780268921403
892;Columbalaan;5632BH;5632;1.0;11.0;6.0;542;Luytelaer;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162858.29193345;386788.7234;5.50029893;51.47010404;"{""coordinates"": [5.500297659165322, 51.47010366772569], ""type"": ""Point""}";51.47010366772569, 5.500297659165322
895;Compiègnehof;5627NN;5627;1.0;11.0;6.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;159055.66;388937.26653622;5.44559566;51.48945681;"{""coordinates"": [5.445594126130192, 51.48945645199325], ""type"": ""Point""}";51.48945645199325, 5.445594126130192
903;Cor Gehrelslaan;5626HB;5626;2.0;82.0;57.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158126.5097;387172.20436667;5.43220174;51.47359723;"{""coordinates"": [5.432200225539573, 51.473596893285055], ""type"": ""Point""}";51.473596893285055, 5.432200225539573
904;Cor Mellemalaan;5626HR;5626;1.0;27.0;21.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;157884.41425;387291.03880112;5.42871818;51.47466669;"{""coordinates"": [5.428716651021507, 51.474666353220194], ""type"": ""Point""}";51.474666353220194, 5.428716651021507
908;Cornelis Bloemaertstraat;5622EA;5622;1.0;33.0;17.0;423;Barrier;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160015.91155;385917.20394147;5.45937848;51.46230278;"{""coordinates"": [5.459377093682266, 51.46230243097702], ""type"": ""Point""}";51.46230243097702, 5.459377093682266
909;Cornelis Bloemaertstraat;5622EB;5622;41.0;79.0;20.0;423;Barrier;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160114.66525;385759.25503741;5.46079722;51.46088214;"{""coordinates"": [5.460795843000121, 51.460881793822004], ""type"": ""Point""}";51.460881793822004, 5.460795843000121
912;Cornelis Dankertsstraat;5622EE;5622;1.0;31.0;17.0;423;Barrier;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159933.33574429;385745.98865;5.45818784;51.46076451;"{""coordinates"": [5.45818645184007, 51.460764168986024], ""type"": ""Point""}";51.460764168986024, 5.45818645184007
913;Cornelis Dopperstraat;5654JG;5654;1.0;19.0;46.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159833.1568;381172.40636248;5.45668348;51.41965496;"{""coordinates"": [5.456682321552654, 51.41965464858126], ""type"": ""Point""}";51.41965464858126, 5.456682321552654
914;Cornelis Dopperstraat;5654JH;5654;2.0;42.0;28.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159794.30085;381103.43865881;5.45612394;51.41903536;"{""coordinates"": [5.456122779892847, 51.419035052248134], ""type"": ""Point""}";51.419035052248134, 5.456122779892847
915;Cornelis Dopperstraat;5654JJ;5654;44.0;72.0;15.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159811.33325;380952.77582684;5.45636673;51.41768095;"{""coordinates"": [5.456365586614669, 51.41768064618334], ""type"": ""Point""}";51.41768064618334, 5.456365586614669
917;Cornelis Schuytstraat;5654HS;5654;1.0;29.0;20.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159453.20238788;381123.752;5.45122055;51.41922075;"{""coordinates"": [5.45121937644717, 51.419220444089575], ""type"": ""Point""}";51.419220444089575, 5.45121937644717
919;Cornelis Schuytstraat;5654HV;5654;2.0;36.0;18.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159432.53635;381053.23820759;5.45092256;51.41858709;"{""coordinates"": [5.4509213920122646, 51.41858678110603], ""type"": ""Point""}";51.41858678110603, 5.4509213920122646
922;Cornelis de Vriendtstraat;5622EH;5622;2.0;28.0;14.0;423;Barrier;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;159974.26045;385645.74778951;5.45877529;51.45986312;"{""coordinates"": [5.4587739153324994, 51.4598627779902], ""type"": ""Point""}";51.4598627779902, 5.4587739153324994
923;Cornelis van Bijnkershoekstraat;5652GT;5652;9.0;51.0;22.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;158827.37103898;383624.697;5.44225076;51.44170555;"{""coordinates"": [5.442249447183978, 51.44170522880506], ""type"": ""Point""}";51.44170522880506, 5.442249447183978
924;Cornelis van Bijnkershoekstraat;5652GV;5652;2.0;38.0;19.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;158844.56274831;383668.1523;5.44249851;51.44209603;"{""coordinates"": [5.442497192409057, 51.44209571653887], ""type"": ""Point""}";51.44209571653887, 5.442497192409057
925;Correzelaan;5627EP;5627;2.0;16.0;8.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158873.8656;388807.72377856;5.44297671;51.48829368;"{""coordinates"": [5.442975163211187, 51.48829332496526], ""type"": ""Point""}";51.48829332496526, 5.442975163211187
927;Cotentinlaan;5627NV;5627;1.0;53.0;27.0;524;Achtse Barrier-Hoeven;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158952.56586474;388996.33035;5.44411195;51.48998845;"{""coordinates"": [5.444110409678676, 51.48998809218831], ""type"": ""Point""}";51.48998809218831, 5.444110409678676
931;Covelakker;5625WG;5625;1.0;25.0;13.0;516;Vlokhoven;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161626.2209234;386612.2706;5.48256344;51.46853382;"{""coordinates"": [5.4825621072001045, 51.46853346352448], ""type"": ""Point""}";51.46853346352448, 5.4825621072001045
934;Crackstate;5655HK;5655;1.0;41.0;21.0;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158468.4797;380561.03384812;5.43705852;51.41416959;"{""coordinates"": [5.437057333890531, 51.41416928071742], ""type"": ""Point""}";51.41416928071742, 5.437057333890531
935;Crackstate;5655HL;5655;2.0;52.0;26.0;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158541.37685;380583.09711824;5.43810661;51.41436745;"{""coordinates"": [5.438105419304608, 51.414367146600846], ""type"": ""Point""}";51.414367146600846, 5.438105419304608
936;Cranendonck;5653LA;5653;2.0;2.0;1.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158067.6411752;381558.69445;5.43130537;51.42313957;"{""coordinates"": [5.431304136111053, 51.42313927010001], ""type"": ""Point""}";51.42313927010001, 5.431304136111053
940;Creonlaan;5631BL;5631;37.0;71.0;18.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162049.43069595;385485.50105;5.48863153;51.45840054;"{""coordinates"": [5.488630279326707, 51.458400191078], ""type"": ""Point""}";51.458400191078, 5.488630279326707
944;Croy;5653LC;5653;1.0;51.0;81.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158058.92445;381198.90981372;5.43117692;51.41990563;"{""coordinates"": [5.431175695089004, 51.419905326472175], ""type"": ""Point""}";51.419905326472175, 5.431175695089004
945;Croy;5653LD;5653;2.0;46.0;24.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158031.7008;381525.26497401;5.43078836;51.42283928;"{""coordinates"": [5.430787120604957, 51.42283897803433], ""type"": ""Point""}";51.42283897803433, 5.430787120604957
949;Cyclamenstraat;5644KH;5644;1.0;41.0;22.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162185.1882;381182.81259718;5.49049702;51.4197234;"{""coordinates"": [5.490495983990133, 51.41972308907867], ""type"": ""Point""}";51.41972308907867, 5.490495983990133
953;César Franckstraat;5654JA;5654;1.0;22.0;22.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159897.22985;380950.09841935;5.45760151;51.41765615;"{""coordinates"": [5.457600369524981, 51.41765583921834], ""type"": ""Point""}";51.41765583921834, 5.457600369524981
955;Daalakkersweg;5641JA;5641;2.0;16.0;219.0;333;Muschberg, Geestenberg;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164559.56491506;384186.2467;5.52471315;51.44668497;"{""coordinates"": [5.524712104533437, 51.44668461969419], ""type"": ""Point""}";51.44668461969419, 5.524712104533437
958;Dadelstraat;5632WP;5632;2.0;42.0;21.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162643.78185;387883.12902922;5.49723548;51.47994421;"{""coordinates"": [5.4972341535663745, 51.479943833834746], ""type"": ""Point""}";51.479943833834746, 5.4972341535663745
960;Daelenbroek;5655BP;5655;1.0;11.0;6.0;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158944.29015;380623.10297595;5.44389876;51.41472437;"{""coordinates"": [5.443897586637423, 51.4147240661652], ""type"": ""Point""}";51.4147240661652, 5.443897586637423
963;Dahlialaan;5644PL;5644;2.0;80.0;37.0;222;Gerardusplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162055.41718797;381484.40025;5.48863745;51.42243591;"{""coordinates"": [5.4886363890337995, 51.42243560189948], ""type"": ""Point""}";51.42243560189948, 5.4886363890337995
965;Damhouderstraat;5652VK;5652;1.0;31.0;16.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158247.4412;383524.16533175;5.43390858;51.44080555;"{""coordinates"": [5.433907260120352, 51.44080523711196], ""type"": ""Point""}";51.44080523711196, 5.433907260120352
966;Damhouderstraat;5652VL;5652;2.0;32.0;16.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158221.99095;383499.54300582;5.43354231;51.44058437;"{""coordinates"": [5.433540986662327, 51.44058406212675], ""type"": ""Point""}";51.44058406212675, 5.433540986662327
973;Dardanuspad;5631KE;5631;1.0;24.0;20.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162631.15942805;386273.40275;5.49701881;51.46547513;"{""coordinates"": [5.497017553361402, 51.46547476535367], ""type"": ""Point""}";51.46547476535367, 5.497017553361402
975;Daumierstraat;5623EV;5623;1.0;18.0;14.0;425;Rapenland;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;161025.37765;385682.37958972;5.47390036;51.46018211;"{""coordinates"": [5.473899039311766, 51.460181764748], ""type"": ""Point""}";51.460181764748, 5.473899039311766
984;De Lismortel;5612AR;5612;23.0;42.0;228.0;115;TU-terrein;11;Wijk Centrum;1;Stadsdeel Centrum;162200.5850453;384534.0634;5.49078693;51.44984648;"{""coordinates"": [5.490785733382339, 51.44984614019736], ""type"": ""Point""}";51.44984614019736, 5.490785733382339
988;De Remise;5611CX;5611;1.0;31.0;31.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161649.07693163;383580.26135;5.48283504;51.44127986;"{""coordinates"": [5.482833865377618, 51.441279533737486], ""type"": ""Point""}";51.441279533737486, 5.482833865377618
992;De Rungraaf;5611KG;5611;1.0;106.0;62.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;161006.29808711;382873.79755;5.47357786;51.43493692;"{""coordinates"": [5.473576686178518, 51.43493659854756], ""type"": ""Point""}";51.43493659854756, 5.473576686178518
999;De Stoutheuvel;5632MP;5632;53.0;103.0;26.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162276.31145;387909.9755469;5.4919462;51.4801904;"{""coordinates"": [5.491944852781167, 51.48019002260196], ""type"": ""Point""}";51.48019002260196, 5.491944852781167
1001;De Stoutheuvel;5632MS;5632;42.0;92.0;26.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162323.1893;387905.43115558;5.49262093;51.48014894;"{""coordinates"": [5.492619583030112, 51.48014856694435], ""type"": ""Point""}";51.48014856694435, 5.492619583030112
1005;De Stoutheuvel;5632MX;5632;105.0;155.0;26.0;544;Heesterakker;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162322.4991;388348.5703307;5.49262024;51.48413217;"{""coordinates"": [5.492618872900038, 51.48413178949726], ""type"": ""Point""}";51.48413178949726, 5.492618872900038
1011;Debussystraat;5654SC;5654;2.0;26.0;13.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159598.82060967;381423.99915;5.45331789;51.42191841;"{""coordinates"": [5.453316717351774, 51.42191809925066], ""type"": ""Point""}";51.42191809925066, 5.453316717351774
1014;Deimosweg;5632GC;5632;1.0;39.0;20.0;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162237.2191;386797.20624151;5.49136053;51.47018862;"{""coordinates"": [5.491359221119873, 51.47018825123302], ""type"": ""Point""}";51.47018825123302, 5.491359221119873
1015;Dekemastate;5655HM;5655;2.0;22.0;11.0;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158463.888;380394.04584081;5.43699088;51.41266861;"{""coordinates"": [5.4369896895016145, 51.41266830533113], ""type"": ""Point""}";51.41266830533113, 5.4369896895016145
1018;Delflandstraat;5628AW;5628;1.0;20.0;20.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160147.5149;387567.67969509;5.46129641;51.47713714;"{""coordinates"": [5.461294950001279, 51.477136779037814], ""type"": ""Point""}";51.477136779037814, 5.461294950001279
1019;Delibesweg;5653HH;5653;1.0;11.0;10.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159387.8645;381483.24728813;5.45028573;51.42245265;"{""coordinates"": [5.450284539288752, 51.42245234592739], ""type"": ""Point""}";51.42245234592739, 5.450284539288752
1021;Demer;5611AP;5611;29.0;49.0;14.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161275.0565;383423.56875145;5.47745269;51.4398757;"{""coordinates"": [5.47745150448585, 51.43987537252304], ""type"": ""Point""}";51.43987537252304, 5.47745150448585
1022;Demer;5611AR;5611;2.0;18.0;17.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161226.92615;383522.30792014;5.4767622;51.44076377;"{""coordinates"": [5.476761005343972, 51.44076343922455], ""type"": ""Point""}";51.44076343922455, 5.476761005343972
1025;Den Biest;5615AV;5615;23.0;40.0;16.0;216;Bloemenplein;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161952.4073;382085.09243316;5.48716832;51.42783662;"{""coordinates"": [5.487167235644997, 51.42783630360795], ""type"": ""Point""}";51.42783630360795, 5.487167235644997
1029;Den Dolech;5612AZ;5612;1.0;2.0;2.0;115;TU-terrein;11;Wijk Centrum;1;Stadsdeel Centrum;161744.20116054;384350.0873;5.48421798;51.44819844;"{""coordinates"": [5.484216763966162, 51.448198099203694], ""type"": ""Point""}";51.448198099203694, 5.484216763966162
1036;Diamantring;5629GS;5629;54.0;124.0;36.0;533;Blixembosch-West;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160219.32242082;388696.60505;5.46234683;51.48728399;"{""coordinates"": [5.462345335905732, 51.487283617596745], ""type"": ""Point""}";51.487283617596745, 5.462345335905732
1037;Diamantring;5629GT;5629;126.0;170.0;23.0;533;Blixembosch-West;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160470.89415;388569.80234363;5.46596688;51.48614181;"{""coordinates"": [5.465965402170163, 51.48614143901118], ""type"": ""Point""}";51.48614143901118, 5.465965402170163
1039;Didolaan;5631BH;5631;2.0;34.0;17.0;434;Oude Gracht-West;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162114.2649;385523.63553481;5.48956517;51.4587425;"{""coordinates"": [5.489563916844264, 51.45874215134669], ""type"": ""Point""}";51.45874215134669, 5.489563916844264
1043;Diephuisstraat;5652PA;5652;2.0;28.0;14.0;623;Lievendaal;62;Wijk Halve Maan;6;Stadsdeel Strijp;158482.438;383714.92079386;5.43729041;51.44251878;"{""coordinates"": [5.437289086324053, 51.44251846548706], ""type"": ""Point""}";51.44251846548706, 5.437289086324053
1047;Diepmeerven;5646HC;5646;110.0;124.0;8.0;235;Gijzenrooi;23;Wijk Putten;2;Stadsdeel Stratum;163940.27685;381130.58489819;5.51572727;51.41922883;"{""coordinates"": [5.5157263069063465, 51.419228509406054], ""type"": ""Point""}";51.419228509406054, 5.5157263069063465
1057;Dillenburgstraat;5652AP;5652;2.0;2.0;2.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;158298.80600647;381913.3837;5.43463224;51.42632645;"{""coordinates"": [5.434630991357876, 51.426326148064575], ""type"": ""Point""}";51.426326148064575, 5.434630991357876
1062;Diodehof;5651HE;5651;1.0;33.0;34.0;625;Zwaanstraat;62;Wijk Halve Maan;6;Stadsdeel Strijp;159000.1123;384414.19098985;5.44474432;51.44880084;"{""coordinates"": [5.444742968664727, 51.44880052042312], ""type"": ""Point""}";51.44880052042312, 5.444742968664727
1065;Dirigentplein;5642RJ;5642;1.0;51.0;51.0;328;Tongelresche Akkers;32;Wijk Doornakkers;3;Stadsdeel Tongelre;164284.55795;383105.94847294;5.52072875;51.43697914;"{""coordinates"": [5.520727738459691, 51.43697880475228], ""type"": ""Point""}";51.43697880475228, 5.520727738459691
1066;Dirigentplein;5642RK;5642;52.0;152.0;94.0;328;Tongelresche Akkers;32;Wijk Doornakkers;3;Stadsdeel Tongelre;164325.0472;383171.32462876;5.52131279;51.43756612;"{""coordinates"": [5.521311771842294, 51.437565778441645], ""type"": ""Point""}";51.437565778441645, 5.521311771842294
1069;Distelstraat;5643HW;5643;2.0;38.0;21.0;237;Kruidenbuurt;23;Wijk Putten;2;Stadsdeel Stratum;163034.3284;381043.66697543;5.5027013;51.4184612;"{""coordinates"": [5.502700298169458, 51.418460883266825], ""type"": ""Point""}";51.418460883266825, 5.502700298169458
1077;Dolonstraat;5631KH;5631;1.0;24.0;21.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162619.031;386174.09788354;5.49684212;51.46458267;"{""coordinates"": [5.4968408690237265, 51.4645823139815], ""type"": ""Point""}";51.4645823139815, 5.4968408690237265
1082;Dommelhoefstraat;5613EX;5613;70.0;130.0;27.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162228.08181485;383218.05185;5.49115545;51.43801695;"{""coordinates"": [5.491154330464011, 51.438016619788826], ""type"": ""Point""}";51.438016619788826, 5.491154330464011
1083;Dommelstraat;5611CJ;5611;1.0;29.0;33.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161549.32111889;383552.65035;5.48139973;51.44103285;"{""coordinates"": [5.481398555014267, 51.44103251774593], ""type"": ""Point""}";51.44103251774593, 5.481398555014267
1089;Dongelaan;5626BT;5626;1.0;4.0;4.0;521;Kerkdorp Acht;52;Wijk Achtse Molen;5;Stadsdeel Woensel-Noord;158058.26572699;387641.1467;5.43122358;51.47781277;"{""coordinates"": [5.431222047104069, 51.47781242635064], ""type"": ""Point""}";51.47781242635064, 5.431222047104069
1092;Donizettilaan;5653CD;5653;105.0;163.0;30.0;721;Genderdal;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159651.92385;382017.38236015;5.4540892;51.4272517;"{""coordinates"": [5.4540880033342045, 51.42725139234437], ""type"": ""Point""}";51.42725139234437, 5.4540880033342045
